,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,1680552000,2023-04-03 16:00,2023-04-03,16.0,4.46,2023-04-06,1680811200,3,0.99001,0.00767,-0.00031,-0.01024,-0.00033,7.60465,14.0,3.45,43 x 19,3.4,3.55,1.0,0.0,0.01,0 x 2095,0.0,-0.00402,0.00451,0.00014,-0.00412,0.0,6.46769,,3.5,0.776
1,1680552000,2023-04-03 16:00,2023-04-03,16.0,4.46,2023-04-06,1680811200,3,0.98392,0.01542,0.00027,-0.01175,0.0001,5.87201,,0.0,10 x 19,2.91,3.05,1.5,0.0,0.01,0 x 2033,0.0,-0.00583,0.00813,0.00027,-0.00406,0.0,4.77251,,3.0,0.664
2,1680552000,2023-04-03 16:00,2023-04-03,16.0,4.46,2023-04-06,1680811200,3,1.0,0.0,0.0,0.0,0.00068,,2.0,2.52,20 x 18,2.41,2.5,2.0,0.0,0.01,0 x 2886,0.0,-0.00846,0.01399,0.00027,-0.00383,0.0,3.58536,,2.5,0.552
3,1680552000,2023-04-03 16:00,2023-04-03,16.0,4.46,2023-04-06,1680811200,3,0.98361,0.03202,-0.00022,-0.00621,0.00023,2.89881,4.0,2.0,16 x 8,1.95,1.99,2.5,0.0,0.01,0 x 2482,0.0,-0.01119,0.0243,0.00034,-0.00354,-7e-05,2.6644,,2.0,0.439
4,1680552000,2023-04-03 16:00,2023-04-03,16.0,4.46,2023-04-06,1680811200,3,0.98858,0.03767,-0.0003,-0.00298,0.00021,1.80786,7.0,1.51,41 x 31,1.41,1.52,3.0,0.0,0.01,0 x 2357,0.04,-0.01557,0.04511,0.00033,-0.00337,0.0,1.90391,0.0,1.5,0.327
5,1680552000,2023-04-03 16:00,2023-04-03,16.0,4.46,2023-04-06,1680811200,3,0.967,0.11984,0.00021,-0.00524,-1e-05,1.35612,1.0,1.09,18 x 50,0.91,1.03,3.5,0.0,0.01,0 x 4452,0.01,-0.02325,0.09692,-0.00013,-0.0029,0.0,1.24217,2.0,1.0,0.215
6,1680552000,2023-04-03 16:00,2023-04-03,16.0,4.46,2023-04-06,1680811200,3,0.90406,0.44037,0.00115,-0.00885,0.00014,0.85783,1036.0,0.49,7 x 26,0.46,0.5,4.0,0.0,0.01,0 x 377,0.01,-0.04193,0.31099,0.00011,-0.0029,-0.00023,0.63702,1964.0,0.5,0.103
7,1680552000,2023-04-03 16:00,2023-04-03,16.0,4.46,2023-04-06,1680811200,3,0.48111,0.97809,0.00137,-0.02373,0.00052,0.90375,14614.0,0.14,179 x 190,0.14,0.15,4.5,0.16,0.17,218 x 226,0.16,-0.525,1.09744,0.00179,-0.02099,-0.00036,0.80518,3346.0,0.0,0.009
8,1680552000,2023-04-03 16:00,2023-04-03,16.0,4.46,2023-04-06,1680811200,3,0.21005,0.4951,0.00131,-0.02321,-0.00038,1.29162,10867.0,0.07,118 x 347,0.06,0.07,5.0,0.57,0.6,131 x 56,0.58,-0.81769,0.48253,0.00163,-0.01792,-0.00044,1.1524,405.0,0.5,0.121
9,1680552000,2023-04-03 16:00,2023-04-03,16.0,4.46,2023-04-06,1680811200,3,0.10893,0.26279,0.0004,-0.01674,-1e-05,1.57876,2495.0,0.03,336 x 543,0.03,0.04,5.5,1.04,1.14,123 x 66,1.05,-0.84427,0.24121,0.00112,-0.0245,-0.00012,1.79834,62.0,1.0,0.233
