,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1648843200,2022-04-01 16:00,2022-04-01,16.0,19.43,2022-04-06,1649275200,5,1.0,0.0,0.0,0.0,0.00127,,1.0,11.3,10 x 10,10.87,11.32,10.0,0.0,0.01,0 x 80,0.01,-0.00162,0.00073,0.00036,-0.00283,-0.00038,2.68279,0.0,9.4,0.485
1,1,1648843200,2022-04-01 16:00,2022-04-01,16.0,19.43,2022-04-06,1649275200,5,1.0,0.0,0.0,0.0,0.00126,,,0.0,10 x 10,10.37,10.82,10.5,0.0,0.01,0 x 68,0.0,-0.00224,0.00078,-0.00011,-0.0031,-0.00028,2.54805,,8.9,0.46
2,2,1648843200,2022-04-01 16:00,2022-04-01,16.0,19.43,2022-04-06,1649275200,5,1.0,0.0,0.0,-0.00071,0.00192,,,0.0,10 x 10,9.87,10.32,11.0,0.0,0.01,0 x 60,0.0,-0.00215,0.00085,-0.00012,-0.00331,0.0,2.4189,,8.4,0.434
3,3,1648843200,2022-04-01 16:00,2022-04-01,16.0,19.43,2022-04-06,1649275200,5,1.0,0.0,0.0,0.0,0.00226,,,0.0,10 x 10,9.37,9.82,11.5,0.0,0.01,0 x 53,0.0,-0.00211,0.00093,0.00042,-0.00333,-0.00039,2.29551,,7.9,0.408
4,4,1648843200,2022-04-01 16:00,2022-04-01,16.0,19.43,2022-04-06,1649275200,5,1.0,0.0,0.0,-0.00015,0.00196,,,0.0,10 x 10,8.87,9.32,12.0,0.0,0.01,0 x 47,0.0,-0.00263,0.00104,-0.00026,-0.00316,-0.00032,2.17789,,7.4,0.382
5,5,1648843200,2022-04-01 16:00,2022-04-01,16.0,19.43,2022-04-06,1649275200,5,1.0,0.0,0.0,0.0,0.00182,,,0.0,10 x 10,8.37,8.82,12.5,0.0,0.01,0 x 43,0.0,-0.00195,0.00119,0.00071,-0.00309,0.0,2.06438,,6.9,0.357
6,6,1648843200,2022-04-01 16:00,2022-04-01,16.0,19.43,2022-04-06,1649275200,5,1.0,0.0,0.0,-0.00024,0.00223,,20.0,8.2,10 x 10,7.87,8.32,13.0,0.0,0.02,0 x 39,0.0,-0.00463,0.00205,0.00027,-0.00637,-6e-05,2.11687,,6.4,0.331
7,7,1648843200,2022-04-01 16:00,2022-04-01,16.0,19.43,2022-04-06,1649275200,5,1.0,0.0,0.0,-0.00069,0.00196,,,0.0,10 x 10,7.37,7.82,13.5,0.0,0.03,0 x 216,0.0,-0.00623,0.00281,0.00045,-0.00885,0.0,2.09875,,5.9,0.305
8,8,1648843200,2022-04-01 16:00,2022-04-01,16.0,19.43,2022-04-06,1649275200,5,1.0,0.0,0.0,-0.0005,0.00174,,13.0,7.28,10 x 10,6.87,7.32,14.0,0.0,0.03,0 x 210,0.03,-0.00692,0.00304,0.0008,-0.00789,-0.00016,1.98544,0.0,5.4,0.279
9,9,1648843200,2022-04-01 16:00,2022-04-01,16.0,19.43,2022-04-06,1649275200,5,1.0,0.0,0.0,-0.0006,0.00187,,0.0,16.89,10 x 38,6.37,6.83,14.5,0.0,0.03,0 x 144,0.0,-0.00767,0.00344,0.00092,-0.00816,0.0,1.87643,,4.9,0.254
