,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.0014,107.16132,0.0,0.0,0.0,,20.0,1.95,183 x 276,2.01,2.4,10.0,0.0,0.05,0 x 266,0.03,-1.0,0.0,0.0,0.0,0.0,,10.0,2.3,0.19
1,1,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00092,97.04543,0.0,0.0,0.0,,25.0,0.95,235 x 3,1.1,1.24,11.0,0.0,0.05,0 x 237,0.0,-0.99998,0.0,0.0,0.0,0.0,,,1.3,0.109
2,2,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.0008,88.56845,0.0,0.0,0.0,,202.0,0.55,177 x 2,0.56,0.65,12.0,0.4,0.5,295 x 235,0.7,-1.0,0.0,0.0,0.0,0.0,,79.0,0.3,0.028
3,3,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00076,81.36534,0.0,0.0,0.0,,608.0,0.45,1780 x 34,0.39,0.5,13.0,0.7,0.84,995 x 235,0.9,-1.0,0.0,0.0,0.0,0.0,,95.0,0.7,0.053
4,4,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00087,75.17193,0.0,0.0,0.0,,216.0,0.15,2143 x 252,0.15,0.25,14.0,1.9,2.14,187 x 206,1.8,-1.0,0.0,0.0,0.0,0.0,,0.0,1.7,0.134
5,5,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00095,69.7923,0.0,0.0,0.0,,340.0,0.1,2345 x 399,0.1,0.2,15.0,2.35,2.6,147 x 197,2.8,-1.0,0.0,0.0,0.0,0.0,,10.0,2.7,0.215
6,6,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00033,65.07781,0.0,0.0,0.0,,84.0,0.08,1587 x 10,0.05,0.1,16.0,3.3,3.59,86 x 197,3.3,-1.0,0.0,0.0,0.0,0.0,,0.0,3.7,0.296
7,7,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.0008,60.91401,0.0,0.0,0.0,,770.0,0.05,0 x 1966,0.0,0.1,17.0,4.19,4.6,335 x 255,0.0,-0.99965,-355271.36786,0.0,0.0,0.0,,,4.7,0.377
8,8,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00042,57.21119,0.0,0.0,0.0,,308.0,0.05,0 x 222,0.0,0.05,18.0,5.1,5.5,328 x 226,0.0,-1.0,-355271.3679,0.0,0.0,0.0,,,5.7,0.457
9,9,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00017,53.89801,0.0,0.0,0.0,,9.0,0.05,0 x 298,0.0,0.04,19.0,6.1,6.7,228 x 198,0.0,-0.99972,-355271.36791,0.0,0.0,0.0,,,6.7,0.538
10,10,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00041,50.91704,0.0,0.0,0.0,,0.0,0.05,0 x 255,0.0,0.05,20.0,7.1,7.7,228 x 208,0.0,-0.99997,-355271.36789,0.0,0.0,0.0,,,7.7,0.619
11,11,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00081,48.22155,0.0,0.0,0.0,,0.0,0.05,0 x 1030,0.0,0.04,21.0,8.0,8.7,218 x 208,0.0,-0.99977,-355271.36793,0.0,0.0,0.0,,,8.7,0.7
12,12,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00015,45.77326,0.0,0.0,0.0,,0.0,0.05,0 x 267,0.0,0.05,22.0,9.0,9.71,218 x 198,0.0,-1.0,-355271.36785,0.0,0.0,0.0,,,9.7,0.781
13,13,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00033,43.54028,0.0,0.0,0.0,,0.0,0.05,0 x 1679,0.0,0.05,23.0,10.01,10.7,218 x 198,0.0,-1.0,-355271.36792,0.0,0.0,0.0,,,10.7,0.862
14,14,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.0,41.49599,0.0,0.0,0.0,,,0.0,0 x 356,0.0,0.05,24.0,11.01,11.71,186 x 169,0.0,-0.99994,-355271.36787,0.0,0.0,0.0,,,11.7,0.943
15,15,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.0,39.61786,0.0,0.0,0.0,,,0.0,0 x 1974,0.0,0.04,25.0,12.0,12.59,2 x 2,0.0,-0.99983,-355271.36785,0.0,0.0,0.0,,,12.7,1.024
16,16,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.0,37.88684,0.0,0.0,0.0,,,0.0,0 x 208,0.0,0.05,26.0,13.0,13.59,2 x 2,0.0,-1.0,-355271.36789,0.0,0.0,0.0,,,13.7,1.105
17,17,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,7e-05,36.28687,0.0,0.0,0.0,,,0.0,0 x 237,0.0,0.04,27.0,14.0,14.6,1 x 2,0.0,-1.0,-355271.36789,0.0,0.0,0.0,,,14.7,1.186
18,18,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.0,34.80381,0.0,0.0,0.0,,,0.0,0 x 237,0.0,0.05,28.0,15.0,15.6,1 x 2,0.0,-1.0,-355271.36791,0.0,0.0,0.0,,,15.7,1.267
19,19,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00071,33.42561,0.0,0.0,0.0,,,0.0,0 x 237,0.0,0.04,29.0,16.0,16.71,2 x 2,0.0,-1.0,-355271.36787,0.0,0.0,0.0,,,16.6,1.348
20,20,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00074,32.14179,0.0,0.0,0.0,,,0.0,0 x 208,0.0,0.04,30.0,17.01,17.7,2 x 2,0.0,-0.99998,-355271.36785,0.0,0.0,0.0,,,17.6,1.429
21,21,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00062,29.82198,0.0,0.0,0.0,,,0.0,0 x 204,0.0,0.05,32.0,19.49,20.21,1 x 2,0.0,-1.0,-355271.36787,0.0,0.0,0.0,,,19.6,1.591
22,22,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00034,26.85536,0.0,0.0,0.0,,,0.0,0 x 276,0.0,0.05,35.0,22.01,22.69,1 x 2,0.0,-0.99932,710542.73579,0.0,0.0,0.0,,,22.6,1.834
23,23,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00036,25.15464,0.0,0.0,0.0,,,0.0,0 x 266,0.0,0.06,37.0,24.49,25.2,1 x 2,0.0,-0.99932,710542.73575,0.0,0.0,0.0,,,24.6,1.996
24,24,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.00061,22.93523,0.0,0.0,0.0,,,0.0,0 x 219,0.0,0.05,40.0,27.0,27.69,1 x 2,0.0,-0.99978,710542.7358,0.0,0.0,0.0,,,27.6,2.239
25,25,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.0,21.63968,0.0,0.0,0.0,,,0.0,0 x 234,0.0,0.06,42.0,29.5,30.2,1 x 2,0.0,-0.9999,710542.73573,0.0,0.0,0.0,,,29.6,2.401
26,26,1488402000,2017-03-01 16:00,2017-03-01,16.0,12.35,2017-03-07,1488920400,6,0.0,19.92252,0.0,0.0,0.0,,,0.0,0 x 277,0.0,0.05,45.0,32.0,32.7,1 x 2,0.0,-0.99947,710542.73579,0.0,0.0,0.0,,,32.6,2.644
