,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.0009,107.16127,0.0,0.0,0.0,,0.0,6.25,40 x 50,5.5,6.2,10.0,0.0,0.05,0 x 300,0.0,-1.0,0.0,0.0,0.0,0.0,,,4.8,0.324
1,1,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00036,97.04545,0.0,0.0,0.0,,,0.0,40 x 50,4.49,5.2,11.0,0.0,0.04,0 x 229,0.0,-1.0,0.0,0.0,0.0,0.0,,,3.8,0.257
2,2,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00055,88.56837,0.0,0.0,0.0,,,0.0,40 x 111,3.0,3.7,12.0,0.0,0.06,0 x 236,0.0,-1.0,0.0,0.0,0.0,0.0,,,2.8,0.189
3,3,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00023,81.36536,0.0,0.0,0.0,,500.0,3.0,342 x 294,2.5,3.1,13.0,0.0,0.05,0 x 211,0.0,-1.0,0.0,0.0,0.0,0.0,,,1.8,0.122
4,4,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00077,75.17187,0.0,0.0,0.0,,0.0,2.61,227 x 217,1.56,2.15,14.0,0.0,0.06,0 x 251,0.05,-1.0,0.0,0.0,0.0,0.0,,,0.8,0.054
5,5,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00045,69.79225,0.0,0.0,0.0,,,1.0,294 x 784,0.85,1.1,15.0,0.2,0.3,845 x 490,0.2,-0.99972,0.0,0.0,0.0,0.0,,,0.2,0.014
6,6,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,8e-05,65.07774,0.0,0.0,0.0,,,0.45,303 x 58,0.36,0.5,16.0,0.54,0.8,1 x 420,0.8,-0.99977,0.0,0.0,0.0,0.0,,943.0,1.2,0.081
7,7,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00023,60.91395,0.0,0.0,0.0,,813.0,0.3,25 x 1938,0.19,0.35,17.0,1.3,1.64,1 x 1738,1.25,-1.0,-355271.36792,0.0,0.0,0.0,,948.0,2.2,0.149
8,8,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00064,57.21115,0.0,0.0,0.0,,577.0,0.15,355 x 12,0.1,0.15,18.0,2.1,2.55,1196 x 644,2.1,-0.99966,-355271.36788,0.0,0.0,0.0,,128.0,3.2,0.216
9,9,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.0,53.89791,0.0,0.0,0.0,,804.0,0.1,365 x 3917,0.05,0.16,19.0,3.0,3.5,600 x 300,3.1,-0.99981,-355271.36786,0.0,0.0,0.0,,5.0,4.2,0.284
10,10,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00013,50.91697,0.0,0.0,0.0,,,0.05,0 x 50,0.0,0.05,20.0,3.8,4.5,3922 x 308,4.3,-1.0,-355271.36792,0.0,0.0,0.0,,5.0,5.2,0.351
11,11,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00071,48.22157,0.0,0.0,0.0,,,0.05,0 x 403,0.0,0.04,21.0,4.9,5.6,217 x 3584,4.5,-1.0,-355271.36784,0.0,0.0,0.0,,0.0,6.2,0.419
12,12,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00071,45.77327,0.0,0.0,0.0,,31.0,0.04,0 x 1375,0.0,0.05,22.0,5.9,6.5,189 x 268,6.1,-0.99988,-355271.36786,0.0,0.0,0.0,,1.0,7.2,0.486
13,13,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.0,43.54023,0.0,0.0,0.0,,4.0,0.03,0 x 1555,0.0,0.05,23.0,6.9,7.5,189 x 268,6.7,-1.0,-355271.36793,0.0,0.0,0.0,,10.0,8.2,0.554
14,14,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00023,41.49596,0.0,0.0,0.0,,0.0,0.05,0 x 1519,0.0,0.06,24.0,7.9,8.5,189 x 224,7.5,-1.0,-355271.3679,0.0,0.0,0.0,,0.0,9.2,0.622
15,15,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,9e-05,39.61776,0.0,0.0,0.0,,0.0,0.05,0 x 1377,0.0,0.05,25.0,8.81,9.6,2581 x 2808,8.02,-1.0,-355271.36785,0.0,0.0,0.0,,0.0,10.2,0.689
16,16,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00056,37.88682,0.0,0.0,0.0,,0.0,0.05,0 x 390,0.0,0.05,26.0,9.8,10.6,2556 x 2788,9.8,-1.0,-355271.36784,0.0,0.0,0.0,,0.0,11.2,0.757
17,17,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00022,36.28686,0.0,0.0,0.0,,0.0,0.03,0 x 364,0.0,0.05,27.0,10.8,11.6,1903 x 2162,0.0,-1.0,-355271.36785,0.0,0.0,0.0,,,12.2,0.824
18,18,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00062,34.80377,0.0,0.0,0.0,,0.0,0.05,0 x 317,0.0,0.05,28.0,11.8,12.6,1896 x 2188,0.0,-1.0,-355271.36784,0.0,0.0,0.0,,,13.2,0.892
19,19,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,3e-05,33.4256,0.0,0.0,0.0,,,0.0,0 x 213,0.0,0.05,29.0,12.79,13.59,1894 x 2234,0.0,-1.0,-355271.36788,0.0,0.0,0.0,,,14.2,0.959
20,20,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,7e-05,32.14182,0.0,0.0,0.0,,,0.0,0 x 220,0.0,0.05,30.0,13.8,14.6,1896 x 2298,0.0,-1.0,-355271.36793,0.0,0.0,0.0,,,15.2,1.027
21,21,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00035,29.82198,0.0,0.0,0.0,,,0.0,0 x 205,0.0,0.05,32.0,16.2,17.1,5231 x 2509,0.0,-1.0,-355271.3679,0.0,0.0,0.0,,,17.2,1.162
22,22,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.0,26.85538,0.0,0.0,0.0,,,0.0,0 x 209,0.0,0.05,35.0,18.69,19.61,5210 x 2736,0.0,-0.99975,710542.73573,0.0,0.0,0.0,,,20.2,1.365
23,23,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00026,25.15455,0.0,0.0,0.0,,,0.0,0 x 236,0.0,0.05,37.0,21.2,22.1,5231 x 3029,0.0,-0.99924,710542.73573,0.0,0.0,0.0,,,22.2,1.5
24,24,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.0005,22.93525,0.0,0.0,0.0,,,0.0,0 x 242,0.0,0.05,40.0,23.71,24.6,5240 x 3322,0.0,-1.0,710542.73574,0.0,0.0,0.0,,,25.2,1.703
25,25,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00046,21.63967,0.0,0.0,0.0,,,0.0,0 x 3571,0.0,0.05,42.0,26.2,27.1,5210 x 3586,0.0,-0.99952,710542.73573,0.0,0.0,0.0,,,27.2,1.838
26,26,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.0,19.92249,0.0,0.0,0.0,,,0.0,0 x 2852,0.0,0.05,45.0,28.71,29.6,5210 x 3886,0.0,-0.99954,710542.73576,0.0,0.0,0.0,,,30.2,2.041
27,27,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.0,18.90579,0.0,0.0,0.0,,,0.0,0 x 3848,0.0,0.06,47.0,31.21,32.09,5231 x 4212,0.0,-0.99972,710542.73572,0.0,0.0,0.0,,,32.2,2.176
28,28,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00054,17.54152,0.0,0.0,0.0,,,0.0,0 x 4187,0.0,0.05,50.0,33.7,34.6,5210 x 4498,0.0,-1.0,710542.73578,0.0,0.0,0.0,,,35.2,2.378
29,29,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.0,15.61718,0.0,0.0,0.0,,,0.0,0 x 3895,0.0,0.06,55.0,38.7,39.61,5210 x 5001,0.0,-0.99986,710542.73572,0.0,0.0,0.0,,,40.2,2.716
30,30,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.0,14.03297,0.0,0.0,0.0,,,0.0,0 x 6565,0.0,0.04,60.0,43.69,44.59,5210 x 5008,0.0,-1.0,710542.73577,0.0,0.0,0.0,,,45.2,3.054
31,31,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.00047,12.70849,0.0,0.0,0.0,,,0.0,0 x 6587,0.0,0.05,65.0,48.69,49.59,5240 x 5039,0.0,-0.99911,0.0,0.0,0.0,0.0,,,50.2,3.392
32,32,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-05,1467748800,4,0.0001,11.58655,0.0,0.0,0.0,,,0.0,0 x 6587,0.0,0.04,70.0,53.7,54.6,5240 x 5039,0.0,-0.99951,0.0,0.0,0.0,0.0,,,55.2,3.73
33,33,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00053,107.16148,0.0,0.0,0.0,,,0.0,40 x 90,5.5,6.3,10.0,0.0,0.04,0 x 6367,0.0,-1.0,0.0,0.0,0.0,0.0,,,4.8,0.324
34,34,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00112,97.04562,0.0,0.0,0.0,,,0.0,5100 x 5089,5.01,5.7,11.0,0.0,0.05,0 x 3309,0.0,-0.99991,0.0,0.0,0.0,0.0,,,3.8,0.257
35,35,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00112,88.56858,0.0,0.0,0.0,,0.0,5.0,2403 x 2295,3.99,4.7,12.0,0.0,0.04,0 x 3179,0.0,-0.99994,0.0,0.0,0.0,0.0,,,2.8,0.189
36,36,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00102,81.36547,0.0,0.0,0.0,,0.0,3.3,1834 x 2426,2.55,3.19,13.0,0.0,0.1,0 x 4561,0.06,-0.99992,0.0,0.0,0.0,0.0,,1.0,1.8,0.122
37,37,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00029,75.17211,0.0,0.0,0.0,,14.0,2.43,2047 x 1249,2.15,2.7,14.0,0.09,0.3,2465 x 4255,0.21,-1.0,0.0,0.0,0.0,0.0,,10.0,0.8,0.054
38,38,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00026,69.79234,0.0,0.0,0.0,,130.0,1.8,2023 x 3456,1.5,1.95,15.0,0.3,0.4,4 x 233,0.35,-1.0,0.0,0.0,0.0,0.0,,,0.2,0.014
39,39,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.0006,65.07786,0.0,0.0,0.0,,50.0,1.2,10 x 1,1.15,1.25,16.0,0.7,1.0,2786 x 3424,0.8,-0.99973,0.0,0.0,0.0,0.0,,,1.2,0.081
40,40,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00048,60.9141,0.0,0.0,0.0,,289.0,0.85,2 x 3152,0.8,1.0,17.0,1.29,1.51,3572 x 3,1.35,-0.99965,-355271.36783,0.0,0.0,0.0,,1.0,2.2,0.149
41,41,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00013,57.21123,0.0,0.0,0.0,,55.0,0.7,3008 x 3212,0.51,0.74,18.0,2.05,2.29,3512 x 1,2.34,-1.0,-355271.36791,0.0,0.0,0.0,,9.0,3.2,0.216
42,42,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00019,53.89806,0.0,0.0,0.0,,54.0,0.5,241 x 4278,0.4,0.6,19.0,2.89,3.3,281 x 1824,2.6,-0.99972,-355271.3679,0.0,0.0,0.0,,0.0,4.2,0.284
43,43,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00052,50.91715,0.0,0.0,0.0,,,0.35,46 x 3933,0.34,0.46,20.0,3.7,4.19,3762 x 1696,4.0,-0.99997,-355271.36787,0.0,0.0,0.0,,45.0,5.2,0.351
44,44,1467403200,2016-07-01 16:00,2016-07-01,16.0,14.8,2016-07-12,1468353600,11,0.00062,48.22171,0.0,0.0,0.0,,13.0,0.3,4222 x 3327,0.16,0.35,21.0,4.61,5.2,3913 x 3126,4.8,-0.99981,-355271.36789,0.0,0.0,0.0,,1.0,6.2,0.419
