,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1517518800,2018-02-01 16:00,2018-02-01,16.0,13.3,2018-02-07,1518037200,6,1.0,0.0,0.0,0.0,0.0,,,0.0,169 x 160,4.0,5.21,8.5,0.0,0.05,0 x 758,0.0,-0.01227,0.00615,0.00059,-0.01041,0.0,2.29714,,4.8,0.361
1,1,1517518800,2018-02-01 16:00,2018-02-01,16.0,13.3,2018-02-07,1518037200,6,1.0,0.0,0.0,0.0,0.0,,,0.0,169 x 170,3.5,4.7,9.0,0.0,0.05,0 x 257,0.0,-0.01367,0.007,0.00067,-0.01071,0.0,2.11287,,4.3,0.323
2,2,1517518800,2018-02-01 16:00,2018-02-01,16.0,13.3,2018-02-07,1518037200,6,1.0,0.0,0.0,0.0,0.0,,,0.0,150 x 150,3.5,3.79,9.5,0.0,0.05,0 x 338,0.0,-0.01473,0.00824,0.00081,-0.011,0.0,1.94283,,3.8,0.286
3,3,1517518800,2018-02-01 16:00,2018-02-01,16.0,13.3,2018-02-07,1518037200,6,1.0,0.0,0.0,0.0,0.0,,3.0,3.22,150 x 150,3.01,3.31,10.0,0.0,0.05,0 x 256,0.02,-0.01541,0.00966,0.00042,-0.0106,0.0,1.78166,1.0,3.3,0.248
4,4,1517518800,2018-02-01 16:00,2018-02-01,16.0,13.3,2018-02-07,1518037200,6,1.0,0.0,0.0,0.0,0.0,,31.0,2.58,172 x 172,2.55,2.79,10.5,0.0,0.05,0 x 203,0.05,-0.01736,0.01137,0.00139,-0.01012,-8e-05,1.62669,10.0,2.8,0.211
5,5,1517518800,2018-02-01 16:00,2018-02-01,16.0,13.3,2018-02-07,1518037200,6,1.0,0.0,0.0,0.0,0.0,,25.0,1.8,10 x 172,2.09,2.29,11.0,0.0,0.1,0 x 4034,0.05,-0.03066,0.01812,0.0019,-0.01751,0.0,1.6671,54.0,2.3,0.173
6,6,1517518800,2018-02-01 16:00,2018-02-01,16.0,13.3,2018-02-07,1518037200,6,1.0,0.0,0.0,0.0,0.0,,46.0,1.75,1435 x 1305,1.65,1.9,11.5,0.1,0.15,200 x 2054,0.1,-0.0612,0.02868,0.00252,-0.03621,-0.00046,1.84054,,1.8,0.135
7,7,1517518800,2018-02-01 16:00,2018-02-01,16.0,13.3,2018-02-07,1518037200,6,1.0,0.0,0.0,0.0,0.0,,37.0,1.4,1991 x 601,1.29,1.49,12.0,0.21,0.3,353 x 3729,0.3,-0.10041,0.03791,0.0044,-0.05942,0.0,2.0177,158.0,1.3,0.098
8,8,1517518800,2018-02-01 16:00,2018-02-01,16.0,13.3,2018-02-07,1518037200,6,1.0,0.0,0.0,0.0,0.0,,507.0,1.16,2716 x 2556,1.06,1.2,12.5,0.4,0.55,2084 x 3678,0.55,-0.14999,0.0443,0.00565,-0.09085,-0.00033,2.2841,728.0,0.8,0.06
9,9,1517518800,2018-02-01 16:00,2018-02-01,16.0,13.3,2018-02-07,1518037200,6,1.0,0.0,0.0,0.0,0.0,,665.0,0.92,1333 x 4231,0.84,1.0,13.0,0.7,0.8,287 x 2917,0.8,-0.19515,0.0475,0.00584,-0.11917,-0.00041,2.52043,490.0,0.3,0.023
