,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.00189,,9.0,9.13,20 x 20,8.74,9.2,10.0,0.0,0.0,0 x 244,0.0,-0.00172,0.00083,-0.00028,-0.00305,0.0,2.37586,,7.3,0.423
1,1,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.00156,,,0.0,20 x 20,8.24,8.7,10.5,0.0,0.02,0 x 200,0.0,-0.00163,0.0009,0.00042,-0.00329,0.0,2.25092,,6.8,0.394
2,2,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.00217,,,0.0,20 x 20,7.74,8.2,11.0,0.0,0.02,0 x 167,0.0,-0.0038,0.00155,-6e-05,-0.00512,-3e-05,2.29776,,6.3,0.366
3,3,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.0017,,,0.0,20 x 20,7.25,7.7,11.5,0.0,0.02,0 x 142,0.0,-0.00451,0.00174,-8e-05,-0.00479,-0.00041,2.17558,,5.8,0.337
4,4,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.00188,,,0.0,20 x 20,6.76,7.19,12.0,0.0,0.02,0 x 126,0.0,-0.00428,0.00199,0.0003,-0.00482,0.0,2.06298,,5.3,0.308
5,5,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.00268,,,0.0,20 x 20,6.26,6.7,12.5,0.0,0.02,0 x 110,0.0,-0.00468,0.00212,7e-05,-0.00514,-0.00023,1.9514,,4.8,0.279
6,6,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.00268,,,0.0,20 x 20,5.8,6.24,13.0,0.0,0.03,0 x 667,0.0,-0.00688,0.00308,0.00097,-0.00711,-3e-05,1.93757,,4.3,0.25
7,7,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.00218,,10.0,8.0,20 x 20,5.28,5.74,13.5,0.0,0.02,0 x 12,0.0,-0.0068,0.0033,0.00112,-0.00715,0.0,1.82257,,3.8,0.221
8,8,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.00254,,2.0,8.2,20 x 20,4.8,5.24,14.0,0.0,0.03,0 x 12,0.0,-0.00728,0.00373,0.00108,-0.00729,0.0,1.71768,,3.3,0.193
9,9,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.00245,,2.0,7.7,20 x 20,4.28,4.73,14.5,0.0,0.03,0 x 12,0.0,-0.00788,0.00426,0.00035,-0.00712,-6e-05,1.61962,,2.8,0.164
10,10,1617307200,2021-04-01 16:00,2021-04-01,16.0,17.34,2021-04-07,1617825600,6,1.0,0.0,0.0,0.0,0.00279,,200.0,4.4,20 x 20,3.76,4.22,15.0,0.0,0.03,0 x 12,0.0,-0.00893,0.00477,0.00118,-0.00709,0.0,1.52086,,2.3,0.135
