,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,1.0,0.0,0.0,0.0,0.00073,,5.0,4.7,0 x 0,2.19,2.85,10.5,0.0,0.01,0 x 0,0.0,-0.00525,0.00462,-0.00021,-0.00459,0.0,3.51537,,3.9,0.272
1,1,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,1.0,0.0,0.0,0.0,-0.00016,,2.0,2.21,0 x 0,1.19,1.86,11.5,0.0,0.01,0 x 0,0.04,-0.00589,0.00676,0.00041,-0.005,0.0,2.87534,37.0,2.9,0.203
2,2,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,1.0,0.0,0.0,0.0,0.00033,,0.0,1.18,0 x 0,0.7,1.35,12.0,0.0,0.03,0 x 0,0.02,-0.01168,0.01225,7e-05,-0.01038,0.0,2.8137,0.0,2.4,0.168
3,3,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,1.0,0.0,0.0,0.0,0.00076,,0.0,0.75,0 x 0,0.25,0.86,12.5,0.0,0.02,0 x 0,0.02,-0.01276,0.01527,0.00027,-0.01057,0.0,2.50427,0.0,1.9,0.134
4,4,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,1.0,0.0,0.0,0.0,0.00052,,0.0,0.23,0 x 0,0.2,0.22,13.0,0.11,0.4,0 x 0,0.13,-0.12127,0.05228,0.00207,-0.25503,-0.00025,4.4349,0.0,1.4,0.099
5,5,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,1.0,0.0,0.0,0.0,0.0006,,0.0,0.1,0 x 0,0.05,0.1,13.5,0.41,0.7,0 x 0,0.55,-0.18906,0.05853,0.00247,-0.55019,-0.0001,5.31792,0.0,0.9,0.064
6,6,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.03,0 x 0,0.0,0.09,14.0,0.8,1.33,0 x 0,1.06,-0.25319,0.05515,0.00261,-1.06534,-0.00054,6.67494,0.0,0.4,0.03
7,7,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,1.0,0.0,0.0,0.0,0.00023,,0.0,0.03,0 x 0,0.0,0.02,14.5,1.19,1.82,0 x 0,1.58,-0.29344,0.0527,0.00327,-1.50453,-0.00027,7.48859,60.0,0.1,0.005
8,8,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,1.0,0.0,0.0,0.0,-3e-05,,0.0,0.02,0 x 0,0.02,0.03,15.0,1.68,2.31,0 x 0,2.0,-0.32552,0.04947,0.0031,-1.99033,-0.00026,8.30987,0.0,0.6,0.04
9,9,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,1.0,0.0,0.0,0.0,0.00023,,0.0,0.01,0 x 0,0.0,0.02,16.0,2.64,3.3,0 x 0,2.97,-0.37028,0.04386,0.0029,-2.98048,0.0,9.73603,0.0,1.6,0.109
10,10,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,0.04971,0.4319,0.00099,-0.00536,0.00032,0.27579,0.0,0.01,0 x 0,0.0,0.01,17.0,3.66,4.31,0 x 0,3.98,-0.39894,0.03935,0.00365,-3.57991,0.0,10.95349,1.0,2.6,0.178
11,11,1556740800,2019-05-01 16:00,2019-05-01,16.0,14.43,2019-05-01,1556740800,0,0.00678,0.00776,-0.00019,-0.00469,0.0,2.76629,1.0,0.18,0 x 0,0.0,0.02,24.0,10.64,11.3,0 x 0,0.0,-0.46367,0.0223,0.00302,-3.56979,0.0,16.82017,,9.6,0.663
