,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.78167,0.01257,0.0054,-0.34498,0.00034,7.9719,,0.0,50 x 50,7.89,8.71,11.0,0.0,0.06,0 x 148,0.05,-0.01884,0.01363,0.00136,-0.01159,-0.00025,1.58823,9.0,8.3,0.431
1,1,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.76425,0.01967,0.0059,-0.29447,0.00115,6.07822,30.0,5.43,50 x 50,6.4,7.2,12.0,0.0,0.06,0 x 97,0.1,-0.02297,0.01996,0.00128,-0.01159,0.0,1.28521,200.0,7.3,0.379
2,2,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.73643,0.02212,0.00644,-0.32136,0.00058,6.03362,5.0,8.93,50 x 50,5.9,6.7,13.0,0.0,0.05,0 x 89,0.02,-0.02976,0.03165,0.00172,-0.00965,0.0,0.92327,0.0,6.3,0.327
3,3,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.70508,0.02866,0.00732,-0.30235,0.00037,5.22007,5.0,5.89,50 x 50,4.9,5.7,14.0,0.0,0.05,0 x 79,0.05,-0.03922,0.0541,0.00176,-0.01045,0.0,0.72889,50.0,5.3,0.276
4,4,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.66423,0.0368,0.00791,-0.27842,0.00069,4.46478,0.0,6.1,50 x 50,3.89,4.7,15.0,0.0,0.05,0 x 264,0.05,-0.05815,0.1179,0.00205,-0.01012,-0.00043,0.46256,32.0,4.3,0.224
5,5,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.61302,0.0456,0.00798,-0.25504,0.00099,3.86788,4.0,5.9,50 x 50,2.99,3.8,16.0,0.04,0.1,575 x 5,0.09,-0.21919,0.5021,0.00623,-0.02034,-0.00059,0.27533,473.0,3.3,0.172
6,6,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.10129,0.03311,0.00383,-0.07232,0.00017,2.50254,105.0,0.1,2 x 137,0.2,0.24,26.0,6.51,7.29,60 x 60,4.9,-1.0,0.0,-103.99986,0.0,0.0,,10.0,6.7,0.345
7,7,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.06193,0.0233,0.00212,-0.04723,0.00063,2.45903,196.0,0.1,61 x 26,0.05,0.2,28.0,8.4,9.2,50 x 50,7.5,-1.0,0.0,-124.00008,0.0,0.0,,0.0,8.7,0.449
8,8,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.07627,0.02426,0.0032,-0.06339,0.00059,2.76191,18.0,0.1,6 x 20,0.1,0.25,29.0,9.41,10.2,50 x 50,7.79,-1.0,0.0,-134.00033,0.0,0.0,,1.0,9.7,0.5
9,9,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.03959,0.01632,0.00198,-0.03236,0.00057,2.46208,108.0,0.09,269 x 9,0.05,0.1,30.0,10.4,11.19,50 x 50,10.6,-1.0,0.0,-143.99979,0.0,0.0,,3.0,10.7,0.552
10,10,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.05086,0.01526,0.00227,-0.05158,0.00045,3.20651,71.0,0.05,0 x 60,0.0,0.25,35.0,15.29,16.2,50 x 50,15.8,-1.0,0.0,-194.00004,0.0,0.0,,2.0,15.7,0.811
11,11,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.04557,0.01253,0.00219,-0.05455,-0.00029,3.6311,93.0,0.05,0 x 60,0.0,0.24,40.0,20.29,21.1,50 x 50,0.0,-1.0,0.0,-244.00049,0.0,0.0,,,20.7,1.069
12,12,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.02923,0.00835,0.00131,-0.03585,0.00017,3.69245,60.0,0.05,0 x 5,0.0,0.15,45.0,25.31,26.1,50 x 50,0.0,-1.0,0.0,-293.99952,0.0,0.0,,,25.7,1.328
13,13,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.04085,0.00952,0.00154,-0.05759,-9e-05,4.31055,20.0,0.05,0 x 60,0.0,0.24,50.0,30.3,31.1,50 x 50,0.0,-1.0,0.0,-343.99962,0.0,0.0,,,30.7,1.587
14,14,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.0388,0.00856,0.0017,-0.05809,0.0002,4.58729,0.0,0.05,0 x 50,0.0,0.24,55.0,35.31,36.1,50 x 50,36.0,-1.0,0.0,-394.00012,0.0,0.0,,50.0,35.7,1.845
15,15,1541102400,2018-11-01 16:00,2018-11-01,16.0,19.33,2018-11-06,1541538000,5,0.03758,0.00792,0.00151,-0.05951,0.00049,4.83925,0.0,0.05,0 x 50,0.0,0.25,60.0,40.3,41.11,50 x 50,40.4,-1.0,0.0,-443.99993,0.0,0.0,,10.0,40.7,2.104
