,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1688414400,2023-07-03 16:00,2023-07-03,16.0,13.57,2023-07-05,1688587200,2,1.0,0.0,0.0,-0.00117,0.001,,10.0,3.83,5 x 2,3.64,4.02,10.0,0.0,0.06,0 x 0,0.0,-0.01404,0.00663,0.00036,-0.02525,0.0,3.43693,,3.6,0.263
1,1,1688414400,2023-07-03 16:00,2023-07-03,16.0,13.57,2023-07-05,1688587200,2,1.0,0.0,0.0,-0.0015,0.00105,,200.0,3.35,10 x 10,2.11,4.7,10.5,0.0,0.01,0 x 0,0.0,-0.00394,0.00277,0.00031,-0.00487,0.0,2.52389,,3.1,0.226
2,2,1688414400,2023-07-03 16:00,2023-07-03,16.0,13.57,2023-07-05,1688587200,2,1.0,0.0,0.0,-0.00155,0.00051,,788.0,2.94,10 x 10,1.6,4.2,11.0,0.0,0.01,0 x 0,0.01,-0.00438,0.0033,0.00064,-0.0041,-0.00015,2.33024,20.0,2.6,0.189
3,3,1688414400,2023-07-03 16:00,2023-07-03,16.0,13.57,2023-07-05,1688587200,2,1.0,0.0,0.0,-0.00161,0.00101,,,0.0,10 x 10,1.09,3.72,11.5,0.0,0.06,0 x 0,0.01,-0.01771,0.01015,0.00098,-0.02481,-0.0005,2.7249,50.0,2.1,0.153
4,4,1688414400,2023-07-03 16:00,2023-07-03,16.0,13.57,2023-07-05,1688587200,2,1.0,0.0,0.0,-0.00161,0.0008,,4.0,1.75,10 x 10,0.55,3.26,12.0,0.0,0.01,0 x 150,0.01,-0.00452,0.0045,0.00014,-0.00501,-0.00051,1.96502,4.0,1.6,0.116
5,5,1688414400,2023-07-03 16:00,2023-07-03,16.0,13.57,2023-07-05,1688587200,2,1.0,0.0,0.0,-0.00186,0.00069,,3.0,1.48,81 x 47,1.04,1.52,12.5,0.0,0.01,0 x 5,0.01,-0.00514,0.00534,-0.00018,-0.00478,0.0,1.79261,1.0,1.1,0.079
6,6,1688414400,2023-07-03 16:00,2023-07-03,16.0,13.57,2023-07-05,1688587200,2,1.0,0.0,0.0,-0.00204,0.00135,,12.0,0.79,150 x 7,0.57,0.93,13.0,0.01,0.03,1 x 6,0.02,-0.01725,0.01355,0.00061,-0.01663,-0.00027,1.95949,204.0,0.6,0.042
7,7,1688414400,2023-07-03 16:00,2023-07-03,16.0,13.57,2023-07-05,1688587200,2,1.0,0.0,0.0,-0.00228,0.00126,,214.0,0.48,1 x 10,0.26,0.49,13.5,0.03,0.2,71 x 79,0.1,-0.06153,0.03096,0.0024,-0.07676,-0.00033,2.48379,100.0,0.1,0.005
8,8,1688414400,2023-07-03 16:00,2023-07-03,16.0,13.57,2023-07-05,1688587200,2,1.0,0.0,0.0,-0.00232,0.00153,,252.0,0.15,72 x 12,0.07,0.22,14.0,0.22,0.41,48 x 11,0.34,-0.11974,0.04207,0.00277,-0.16937,-0.00063,2.99709,215.0,0.4,0.032
9,9,1688414400,2023-07-03 16:00,2023-07-03,16.0,13.57,2023-07-05,1688587200,2,1.0,0.0,0.0,-0.00182,0.00125,,37.0,0.13,24 x 109,0.05,0.14,14.5,0.61,0.84,47 x 20,0.8,-0.18751,0.04501,0.0045,-0.30801,0.0,3.77309,2.0,0.9,0.069
