,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1538424000,2018-10-01 16:00,2018-10-01,16.0,12.08,2018-10-02,1538510400,1,1.0,0.0,0.0,0.0,0.00065,,1.0,2.15,140 x 362,2.01,2.95,10.0,0.0,0.04,0 x 319,0.03,-0.01564,0.0095,0.00091,-0.0233,-0.00015,3.37378,2.0,2.1,0.172
1,1,1538424000,2018-10-01 16:00,2018-10-01,16.0,12.08,2018-10-02,1538510400,1,1.0,0.0,0.0,0.0,0.00018,,16.0,0.9,30 x 548,0.71,1.44,11.0,0.0,0.04,0 x 10,0.03,-0.01853,0.01318,0.00011,-0.02343,-0.00036,2.80832,12.0,1.1,0.089
2,2,1538424000,2018-10-01 16:00,2018-10-01,16.0,12.08,2018-10-02,1538510400,1,1.0,0.0,0.0,0.0,0.00035,,96.0,0.44,242 x 51,0.34,0.8,12.0,0.1,0.2,20 x 126,0.15,-0.07486,0.03448,0.0019,-0.08732,0.0,2.71044,625.0,0.1,0.007
3,3,1538424000,2018-10-01 16:00,2018-10-01,16.0,12.08,2018-10-02,1538510400,1,1.0,0.0,0.0,0.0,0.00039,,18.0,0.3,1185 x 2365,0.04,0.3,13.0,0.85,1.45,961 x 20,1.25,-0.21822,0.04035,0.00372,-0.59462,-0.00049,5.93006,31.0,0.9,0.076
4,4,1538424000,2018-10-01 16:00,2018-10-01,16.0,12.08,2018-10-02,1538510400,1,1.0,0.0,0.0,0.0,0.00068,,11.0,0.05,10 x 1,0.1,0.16,14.0,1.74,2.6,641 x 361,2.05,-0.27785,0.03631,0.00439,-0.89126,-0.0007,7.45508,100.0,1.9,0.159
5,5,1538424000,2018-10-01 16:00,2018-10-01,16.0,12.08,2018-10-02,1538510400,1,1.0,0.0,0.0,0.0,0.00086,,29.0,0.1,26 x 2487,0.05,0.2,15.0,2.19,3.1,475 x 340,2.65,-0.32119,0.039,0.00448,-0.95196,-0.00088,7.37492,10.0,2.9,0.242
6,6,1538424000,2018-10-01 16:00,2018-10-01,16.0,12.08,2018-10-02,1538510400,1,1.0,0.0,0.0,0.0,0.00044,,119.0,0.09,0 x 1,0.0,0.11,16.0,3.2,4.11,357 x 308,3.1,-0.35323,0.03531,0.00487,-1.12424,0.0,8.34897,0.0,3.9,0.325
7,7,1538424000,2018-10-01 16:00,2018-10-01,16.0,12.08,2018-10-02,1538510400,1,0.13864,0.61361,0.00293,-0.01829,0.0004,0.2924,249.0,0.05,0 x 55,0.0,0.05,17.0,4.1,5.1,387 x 315,4.6,-0.37698,0.03274,0.00481,-1.24868,-0.00058,9.07705,7.0,4.9,0.407
8,8,1538424000,2018-10-01 16:00,2018-10-01,16.0,12.08,2018-10-02,1538510400,1,0.06705,0.1473,0.0017,-0.02207,0.00018,0.71778,100.0,0.05,0 x 80,0.0,0.05,18.0,5.1,6.09,624 x 475,5.0,-0.39259,0.03004,0.00499,-1.362,-0.00089,9.82077,,5.9,0.49
9,9,1538424000,2018-10-01 16:00,2018-10-01,16.0,12.08,2018-10-02,1538510400,1,0.07646,0.09432,0.0017,-0.04235,-0.00022,1.2347,214.0,0.15,0 x 139,0.0,0.09,19.0,6.1,7.11,367 x 291,6.43,-0.40407,0.02771,0.00441,-1.45808,-0.00061,10.49512,2.0,6.9,0.573
