,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1472760000,2016-09-01 16:00,2016-09-01,16.0,13.43,2016-09-06,1473192000,5,0.00047,107.16133,0.0,0.0,0.0,,,4.2,6164 x 6128,3.59,4.3,10.0,0.0,0.06,0 x 4698,0.0,-1.0,0.0,0.0,0.0,0.0,,,3.4,0.255
1,1,1472760000,2016-09-01 16:00,2016-09-01,16.0,13.43,2016-09-06,1473192000,5,0.0007,97.04549,0.0,0.0,0.0,,,0.0,232 x 2570,2.15,2.69,11.0,0.0,0.05,0 x 3722,0.0,-0.99975,0.0,0.0,0.0,0.0,,,2.4,0.181
2,2,1472760000,2016-09-01 16:00,2016-09-01,16.0,13.43,2016-09-06,1473192000,5,0.00102,88.56845,0.0,0.0,0.0,,9.0,2.09,1 x 310,1.8,2.2,12.0,0.0,0.1,0 x 3190,0.05,-0.99982,0.0,0.0,0.0,0.0,,979.0,1.4,0.106
3,3,1472760000,2016-09-01 16:00,2016-09-01,16.0,13.43,2016-09-06,1473192000,5,0.00115,81.36533,0.0,0.0,0.0,,53.0,1.15,12 x 3281,1.0,1.29,13.0,0.25,0.35,157 x 57,0.35,-1.0,0.0,0.0,0.0,0.0,,,0.4,0.032
4,4,1472760000,2016-09-01 16:00,2016-09-01,16.0,13.43,2016-09-06,1473192000,5,0.00099,75.17191,0.0,0.0,0.0,,,0.4,7 x 796,0.35,0.4,14.0,0.5,0.65,167 x 20,0.6,-1.0,0.0,0.0,0.0,0.0,,302.0,0.6,0.042
5,5,1472760000,2016-09-01 16:00,2016-09-01,16.0,13.43,2016-09-06,1473192000,5,0.00014,69.79225,0.0,0.0,0.0,,438.0,0.3,70 x 6,0.2,0.25,15.0,1.21,1.31,10 x 5,1.2,-1.0,0.0,0.0,0.0,0.0,,15.0,1.6,0.117
6,6,1472760000,2016-09-01 16:00,2016-09-01,16.0,13.43,2016-09-06,1473192000,5,0.00088,65.07777,0.0,0.0,0.0,,211.0,0.2,23 x 2726,0.11,0.19,16.0,2.0,2.46,137 x 1525,2.03,-0.99998,0.0,0.0,0.0,0.0,,5.0,2.6,0.191
7,7,1472760000,2016-09-01 16:00,2016-09-01,16.0,13.43,2016-09-06,1473192000,5,0.00063,60.91401,0.0,0.0,0.0,,651.0,0.1,271 x 318,0.05,0.1,17.0,2.9,3.4,2688 x 1452,3.03,-1.0,-355271.36793,0.0,0.0,0.0,,92.0,3.6,0.266
8,8,1472760000,2016-09-01 16:00,2016-09-01,16.0,13.43,2016-09-06,1473192000,5,0.00025,57.2112,0.0,0.0,0.0,,277.0,0.05,58 x 2829,0.05,0.1,18.0,3.79,4.39,4747 x 1872,4.14,-1.0,-355271.36789,0.0,0.0,0.0,,13.0,4.6,0.34
9,9,1472760000,2016-09-01 16:00,2016-09-01,16.0,13.43,2016-09-06,1473192000,5,0.00036,53.89797,0.0,0.0,0.0,,,0.05,0 x 4830,0.0,0.09,19.0,4.81,5.4,3660 x 1812,5.0,-1.0,-355271.36789,0.0,0.0,0.0,,2.0,5.6,0.415
