,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1512162000,2017-12-01 16:00,2017-12-01,16.0,11.3,2017-12-05,1512507600,4,1.0,0.0,0.0,0.0,0.0,,,0.0,10 x 134,2.6,2.89,8.0,0.0,0.05,0 x 71,0.02,-0.01165,0.00583,0.0011,-0.0154,-0.00018,2.781,0.0,3.3,0.292
1,1,1512162000,2017-12-01 16:00,2017-12-01,16.0,11.3,2017-12-05,1512507600,4,1.0,0.0,0.0,0.0,0.0,,,0.2,256 x 192,0.14,0.19,13.0,2.3,2.65,189 x 156,2.4,-0.25434,0.02877,0.00596,-0.40503,-0.00103,5.58078,82.0,1.7,0.15
2,2,1512162000,2017-12-01 16:00,2017-12-01,16.0,11.3,2017-12-05,1512507600,4,1.0,0.0,0.0,0.0,0.0,,297.0,0.15,6530 x 1420,0.06,0.15,14.0,3.2,3.6,219 x 182,0.0,-0.28506,0.0274,0.00626,-0.47445,-0.0015,6.18164,,2.7,0.239
3,3,1512162000,2017-12-01 16:00,2017-12-01,16.0,11.3,2017-12-05,1512507600,4,1.0,0.0,0.0,0.0,0.0,,,0.1,567 x 5739,0.05,0.15,16.0,4.6,5.1,178 x 161,0.0,-0.34185,0.0281,0.00669,-0.54217,-0.00118,6.49323,,4.7,0.416
4,4,1512162000,2017-12-01 16:00,2017-12-01,16.0,11.3,2017-12-05,1512507600,4,0.17828,0.36971,0.00396,-0.00642,-0.00023,0.53268,,0.1,463 x 984,0.05,0.09,17.0,5.6,6.09,161 x 165,0.0,-0.35802,0.02654,0.00738,-0.58822,-0.00185,6.9602,,5.7,0.504
5,5,1512162000,2017-12-01 16:00,2017-12-01,16.0,11.3,2017-12-05,1512507600,4,0.10627,0.12551,0.00328,-0.01473,-1e-05,0.85337,,0.1,77 x 2567,0.05,0.1,18.0,6.6,7.01,19 x 19,0.0,-0.3735,0.02565,0.00712,-0.62438,-0.0019,7.30413,,6.7,0.593
6,6,1512162000,2017-12-01 16:00,2017-12-01,16.0,11.3,2017-12-05,1512507600,4,0.03963,0.05237,0.00161,-0.00796,0.00011,0.89085,227.0,0.05,0 x 35,0.0,0.05,19.0,7.6,8.0,203 x 29,7.2,-0.38432,0.02457,0.00745,-0.6596,-0.00241,7.6788,346.0,7.7,0.681
7,7,1512162000,2017-12-01 16:00,2017-12-01,16.0,11.3,2017-12-05,1512507600,4,0.03303,0.03593,0.00123,-0.00923,0.00037,1.08716,99.0,0.05,0 x 20,0.0,0.05,20.0,8.6,9.11,19 x 152,0.0,-0.39135,0.02347,0.00713,-0.69454,-0.00182,8.08864,,8.7,0.77
8,8,1512162000,2017-12-01 16:00,2017-12-01,16.0,11.3,2017-12-05,1512507600,4,0.02813,0.02694,0.00119,-0.00985,-0.00034,1.26339,297.0,0.05,0 x 67,0.0,0.05,21.0,9.6,10.1,10 x 10,0.0,-0.39997,0.02267,0.00716,-0.72315,-0.00178,8.40115,,9.7,0.858
9,9,1512162000,2017-12-01 16:00,2017-12-01,16.0,11.3,2017-12-05,1512507600,4,0.02601,0.02179,0.00154,-0.01142,-0.00035,1.43091,130.0,0.05,0 x 67,0.0,0.05,22.0,10.5,11.1,10 x 10,0.0,-0.40902,0.02221,0.00754,-0.74496,-0.00207,8.62038,,10.7,0.947
