,Unnamed: 0,[QUOTE_UNIXTIME],[QUOTE_READTIME],[QUOTE_DATE],[QUOTE_TIME_HOURS],[UNDERLYING_LAST],[EXPIRE_DATE],[EXPIRE_UNIX],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_LAST],[C_SIZE],[C_BID],[C_ASK],[STRIKE],[P_BID],[P_ASK],[P_SIZE],[P_LAST],[P_DELTA],[P_GAMMA],[P_VEGA],[P_THETA],[P_RHO],[P_IV],[P_VOLUME],[STRIKE_DISTANCE],[STRIKE_DISTANCE_PCT]
0,0,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.81978,0.01404,0.00328,-0.46354,0.00043,8.24936,2.0,6.22,150 x 150,7.2,8.39,10.0,0.0,0.02,0 x 250,0.02,-0.00754,0.00595,0.00033,-0.00832,-0.00047,2.41179,2.0,7.9,0.442
1,1,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.81511,0.01657,0.00386,-0.45216,0.00035,7.62833,5.0,5.8,150 x 150,6.71,7.9,10.5,0.0,0.03,0 x 332,0.02,-0.01204,0.00877,0.0009,-0.01197,-0.00034,2.31958,0.0,7.4,0.414
2,2,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.82185,0.02117,0.00391,-0.36479,0.00039,6.20715,1.0,4.0,1 x 1,4.45,8.56,11.0,0.0,0.02,0 x 290,0.02,-0.00962,0.00858,0.00081,-0.00836,-0.00042,2.00361,40.0,6.9,0.386
3,3,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.79892,0.02296,0.00422,-0.43337,0.00044,6.55876,,0.0,150 x 150,5.73,6.92,11.5,0.0,0.01,0 x 50,0.05,-0.01068,0.01017,0.00063,-0.00827,0.0,1.79905,4.0,6.4,0.358
4,4,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.78958,0.02696,0.00387,-0.41757,0.00029,6.01767,0.0,6.0,150 x 270,5.2,6.39,12.0,0.0,0.03,0 x 40,0.08,-0.01153,0.01243,0.00087,-0.0085,-0.00027,1.60866,0.0,5.9,0.33
5,5,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.78004,0.03175,0.00385,-0.39642,0.00064,5.45935,0.0,5.51,172 x 150,4.7,5.82,12.5,0.0,0.01,0 x 5,0.02,-0.00782,0.01056,0.00045,-0.004,0.0,1.30119,19.0,5.4,0.302
6,6,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.76532,0.03671,0.00457,-0.38978,0.00027,5.07788,,4.58,172 x 150,4.2,5.39,13.0,0.0,0.02,0 x 260,0.02,-0.01495,0.01965,0.00026,-0.00867,0.0,1.25171,1.0,4.9,0.275
7,7,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.74887,0.0426,0.00499,-0.37538,6e-05,4.65386,30.0,4.19,172 x 172,3.7,4.9,13.5,0.0,0.03,0 x 270,0.01,-0.02257,0.03109,0.00106,-0.01163,-0.00024,1.14967,0.0,4.4,0.247
8,8,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.72917,0.04968,0.005,-0.36006,0.00032,4.24066,99.0,3.6,250 x 322,3.21,4.4,14.0,0.0,0.01,0 x 11,0.01,-0.01153,0.02431,-5e-05,-0.00386,0.0,0.82165,16.0,3.9,0.219
9,9,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.70535,0.05768,0.00531,-0.34492,0.00042,3.86473,0.0,3.4,150 x 150,2.74,3.9,14.5,0.0,0.03,0 x 9,0.03,-0.03189,0.05944,0.00093,-0.01123,0.0,0.79799,20.0,3.4,0.191
10,10,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.6792,0.06996,0.00513,-0.31129,0.00063,3.3499,175.0,3.19,260 x 282,2.24,3.31,15.0,0.0,0.03,0 x 20,0.02,-0.04807,0.10039,0.00165,-0.01376,-0.00052,0.65755,34.0,2.9,0.163
11,11,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.60183,0.10289,0.00601,-0.25208,0.0003,2.49361,169.0,1.7,172 x 1,1.51,2.0,16.0,0.11,0.21,356 x 589,0.15,-0.26324,0.35814,0.00516,-0.05706,-0.00077,0.6051,101.0,1.9,0.107
12,12,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.49,0.11281,0.00553,-0.24873,0.0002,2.35183,636.0,0.8,2260 x 1560,0.9,1.51,17.0,0.35,0.51,289 x 21,0.55,-1.0,0.0,-14.0001,0.0,0.0,0.00076,220.0,0.9,0.051
13,13,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.3701,0.1152,0.00555,-0.21566,0.00076,2.17831,520.0,0.8,293 x 1482,0.6,0.9,18.0,0.9,1.03,293 x 1,0.97,-1.0,0.0,0.0,0.0,0.0,,415.0,0.1,0.004
14,14,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.23234,0.10783,0.00413,-0.1438,1e-05,1.88397,902.0,0.7,2 x 1,0.02,0.71,19.0,1.41,1.97,440 x 1248,1.8,-1.0,0.0,0.0,0.0,0.0,,55.0,1.1,0.06
15,15,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.19612,0.08347,0.00465,-0.14954,2e-05,2.2026,451.0,0.35,3070 x 1812,0.17,0.5,20.0,2.2,2.9,187 x 193,2.75,-1.0,0.0,0.0,0.0,0.0,,12.0,2.1,0.116
16,16,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.15953,0.06749,0.00408,-0.13822,0.00039,2.39265,,0.2,80 x 1251,0.21,0.35,21.0,3.03,3.9,150 x 187,0.0,-1.0,0.0,0.0,0.0,0.0,,,3.1,0.172
17,17,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.14354,0.05644,0.00307,-0.14011,-0.00014,2.65968,,0.2,1 x 1950,0.15,0.37,22.0,3.85,4.81,150 x 172,0.0,-1.0,0.0,0.0,0.0,0.0,,,4.1,0.228
18,18,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.11332,0.04669,0.00296,-0.11809,0.00011,2.73561,21.0,0.1,13 x 1370,0.1,0.31,23.0,4.78,5.81,150 x 150,5.2,-1.0,0.0,0.0,0.0,0.0,,0.0,5.1,0.283
19,19,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.07657,0.03595,0.00242,-0.08102,-0.00027,2.65451,34.0,0.09,1 x 288,0.1,0.15,24.0,5.72,6.8,150 x 150,0.0,-1.0,0.0,0.0,0.0,0.0,,,6.1,0.339
20,20,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.04733,0.02584,0.00144,-0.04978,-4e-05,2.56046,137.0,0.09,2 x 313,0.04,0.08,25.0,6.76,7.86,150 x 150,11.25,-1.0,0.0,0.0,0.0,0.0,,4.0,7.1,0.395
21,21,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.06018,0.02687,0.00187,-0.07236,0.00039,2.96432,21.0,0.1,0 x 1380,0.0,0.21,26.0,7.66,8.79,150 x 150,0.0,-1.0,0.0,0.0,0.0,0.0,,,8.1,0.451
22,22,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.03049,0.01703,0.00131,-0.03447,0.00042,2.718,6.0,0.01,260 x 253,0.01,0.06,27.0,8.66,9.81,150 x 150,0.0,-1.0,0.0,0.0,0.0,0.0,,,9.1,0.507
23,23,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.01897,0.01153,0.00068,-0.02077,0.0,2.64117,20.0,0.05,0 x 3,0.0,0.04,28.0,9.65,10.79,150 x 150,0.0,-1.0,0.0,0.0,0.0,0.0,,,10.1,0.562
24,24,1580763600,2020-02-03 16:00,2020-02-03,16.0,17.92,2020-02-05,1580936400,2,0.01774,0.01052,0.00079,-0.02072,-0.00018,2.7886,0.0,0.18,258 x 10,0.02,0.05,29.0,10.64,11.8,150 x 150,0.0,-1.0,0.0,0.0,0.0,0.0,,,11.1,0.618
